Name,Data Type,Statistical Method,Effect Measure,Analysis Model,Events 1,Mean 1,SD 1,Total 1,Events 2,Mean 2,SD 2,Total 2,Effect Estimate,SE,CI Start,CI End,Weight,Q,P(Q),I²(Q),Tau²,Z,P(Z),Qint,P(Qint),I²(Qint),df,Year of study
RIX Vesikari 2007a-EU,,,,,13,0,0,2572,44,0,0,1302,0.14956525,0.31383674,0.0808523,0.27667442,27.53666801,,,,,,,,,,,2007
G12,DIC,MH,Risk Ratio,Random,15,,,2974,15,,,1443,0.47404967,,0.23228601,0.96744134,100,0.31176574,0.57659878,0,0,2.05091013,0.0402757,,,,1,
RIX Madhi 2010-MWI,,,,,14,0,0,1030,13,0,0,483,0.50500373,0.38119599,0.23923239,1.06602945,91.1598479,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,1,0,0,1944,2,0,0,960,0.24691358,1.22410944,0.02241719,2.71962374,8.8401521,,,,,,,,,,,
P4,DIC,MH,Risk Ratio,Random,21,,,21555,36,,,15651,0.37723374,,0.19567717,0.72724525,100,4.73619154,0.31545238,15.54395618,0.09244452,2.91095892,0.00360321,,,,4,
RIX Anh 2011-PHL,,,,,1,0,0,4211,2,0,0,2099,0.24922821,1.22445339,0.02261208,2.74696938,7.04644,,,,,,,,,,,2011
RIX Madhi 2010-MWI,,,,,11,0,0,1030,11,0,0,483,0.46893204,0.42282019,0.20474095,1.07402677,41.35379026,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,1,0,0,1944,9,0,0,960,0.05486968,1.05335419,0.00696171,0.43246321,9.33114681,,,,,,,,,,,
RIX Ruiz-Palac 06-LA/EU,,,,,7,0,0,10159,12,0,0,10010,0.5747777,0.47538631,0.22638641,1.45931642,35.22218293,,,,,,,,,,,2006
RIX Tregnaghi 2011-LA,,,,,1,0,0,4211,2,0,0,2099,0.24922821,1.22445339,0.02261208,2.74696938,7.04644,,,,,,,,,,,2011
P6,DIC,MH,Risk Ratio,Random,12,,,13133,15,,,11453,0.41665433,,0.19515403,0.88955799,100,0.49933363,0.77906032,0,0,2.26238385,0.0236737,,,,2,
RIX Madhi 2010-MWI,,,,,11,0,0,1030,11,0,0,483,0.46893204,0.42282019,0.20474095,1.07402677,83.76578012,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,1,0,0,1944,2,0,0,960,0.24691358,1.22410944,0.02241719,2.71962374,9.99395935,,,,,,,,,,,
RIX Ruiz-Palac 06-LA/EU,,,,,0,0,0,10159,2,0,0,10010,0.19706693,1.54912933,0.00946221,4.10426153,6.24026053,,,,,,,,,,,2006
P8,DIC,MH,Risk Ratio,Random,74,,,17842,254,,,13802,0.23865798,,0.13875002,0.41050538,100,11.53974507,0.0211231,65.33718921,0.22817774,5.1775567,0.00000022,,,,4,
RIX Kawamura 2011-JPN,,,,,2,0,0,498,12,0,0,250,0.08366801,0.75981926,0.01887122,0.37095287,9.50622403,,,,,,,,,,,2011
RIX Madhi 2010-MWI,,,,,19,0,0,1030,16,0,0,483,0.5568568,0.33479891,0.28890973,1.07330926,22.50370655,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,13,0,0,1944,22,0,0,960,0.29180696,0.34759395,0.14764649,0.57672416,21.94071034,,,,,,,,,,,
RIX Ruiz-Palac 06-LA/EU,,,,,34,0,0,10159,187,0,0,10010,0.17915149,0.18590595,0.12444487,0.25790743,29.14412894,,,,,,,,,,,2006
RIX Tregnaghi 2011-LA,,,,,6,0,0,4211,17,0,0,2099,0.1759258,0.4741058,0.06946562,0.44554247,16.90523013,,,,,,,,,,,2011
Subgroup analysis: rotavirus diarrhoea in malnourished children,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
Up to 1 year of follow-up (at least 1 rotavirus season),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
RIX Salinas 2005-LA,,,,,14,0,0,211,13,0,0,76,0.38789646,0.36118474,0.19110622,0.78733005,0,,,,,,,,,,,2005
Subgroup analysis: rotavirus diarrhoea in HIV-infected children,DIC,MH,Risk Ratio,Random,4,,,50,4,,,50,1,,0.26465922,3.77844387,100,0,1,0,0,0,1,0,1,0,0,
RIX Steele 2010a-ZAF,,,,,4,0,0,50,4,0,0,50,1,0.678233,0.26465922,3.77844387,100,,,,,,,,,,,
Rotavirus diarrhoea: severe (up to 1 year follow-up),DIC,IV,Odds Ratio,Random,177,,,31503,439,,,25095,0.23319192,,0.15648058,0.3475094,100,42.98033863,0.00002275,72.0802572,0.32585828,7.15288248,0,0,1,0,12,
RIX Bernstein 1999-USA,,,,,2,0,0,108,9,0,0,107,0.20545073,0.79419718,0.04331974,0.97438269,4.3307515,,,,,,,,,,,1999
RIX Vesikari 2004b-FIN,,,,,1,0,0,245,5,0,0,123,0.09672131,1.1011689,0.01117392,0.83721855,2.69289197,,,,,,,,,,,2004
RIX Salinas 2005-LA,,,,,28,0,0,1527,40,0,0,517,0.2227485,0.25194808,0.13594279,0.36498362,10.64075222,,,,,,,,,,,2005
RIX Ruiz-Palac 06-LA/EU,,,,,18,0,0,10159,94,0,0,10010,0.18724076,0.25766899,0.11299836,0.31026203,10.56166301,,,,,,,,,,,2006
RIX Vesikari 2007a-EU,,,,,5,0,0,2572,60,0,0,1302,0.04031944,0.46675623,0.01615143,0.100651,7.61942119,,,,,,,,,,,2007
RIX Phua 2009-AS,,,,,0,0,0,5263,15,0,0,5256,0.03212323,1.43697491,0.0019216,0.53700031,1.73285374,,,,,,,,,,,2009
RIX Madhi 2010-MWI,,,,,52,0,0,1182,47,0,0,591,0.53263039,0.20791959,0.35435981,0.80058494,11.2244769,,,,,,,,,,,
RIX Madhi 2010-ZAF,,,,,16,0,0,2116,36,0,0,1050,0.21460317,0.30288638,0.11852741,0.38855589,9.92060481,,,,,,,,,,,
RIX Tregnaghi 2011-LA,,,,,7,0,0,4211,19,0,0,2099,0.18228254,0.442953,0.07650728,0.43429751,7.93545635,,,,,,,,,,,2011
RIX Steele 2010b-ZAF,,,,,5,0,0,379,3,0,0,96,0.4144385,0.73943209,0.0972869,1.76549232,4.74758556,,,,,,,,,,,2007
RIX Li 2014-CHN,,,,,8,0,0,1575,32,0,0,1573,0.24585195,0.39690942,0.11293375,0.53520919,8.57027052,,,,,,,,,,,2014
RIX Colgate 2016-BGD,,,,,14,0,0,350,39,0,0,350,0.33226496,0.32134284,0.17699338,0.62375216,9.65425503,,,,,,,,,,,2016
RIX Zaman 2017-BGD,,,,,21,0,0,1816,40,0,0,2021,0.57940111,0.27144234,0.34035112,0.98635095,10.3690172,,,,,,,,,,,2017
RotaTeq versus placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotavirus diarrhoea: severe (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,41,,,7473,179,,,6990,0.19502884,,0.08985013,0.4233299,100,26.60919542,0.00162276,66.17710586,0.7938227,4.13387682,0.00003567,16.40717347,0.00005109,93.90510497,9,
Low-mortality countries,DIC,MH,Risk Ratio,Random,1,,,4081,83,,,3607,0.03429127,,0.01078977,0.10898204,30.12897801,0.9595556,0.91586545,0,0,5.71714669,0.00000001,,,,4,
TEQ Block 2007-EU/USA,,,,,0,0,0,551,6,0,0,564,0.07873467,1.46637807,0.00444614,1.39427774,5.31081784,,,,,,,,,,,2007
TEQ Clark 2004-USA,,,,,0,0,0,187,8,0,0,183,0.05757196,1.45151408,0.00334719,0.99024368,5.39022522,,,,,,,,,,,2004
TEQ Iwata 2013-JPN,,,,,0,0,0,380,10,0,0,381,0.04774403,1.44568172,0.00280771,0.81186833,5.42180882,,,,,,,,,,,2010
TEQ Vesikari 2006a-FIN,,,,,0,0,0,765,8,0,0,262,0.02019659,1.4534577,0.00116975,0.34870927,5.37975368,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,1,0,0,2198,51,0,0,2217,0.01977734,1.0093076,0.00273554,0.1429855,8.62637245,,,,,,,,,,,2006
High-mortality countries,DIC,MH,Risk Ratio,Random,40,,,3392,96,,,3383,0.42972326,,0.2882044,0.64073303,69.87102199,4.32659426,0.36360686,7.54852989,0.01767152,4.14400758,0.00003413,,,,4,
TEQ Armah 2010-GHA,,,,,15,0,0,981,42,0,0,989,0.36005534,0.29739822,0.20101267,0.64493371,17.72194446,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,2,0,0,575,12,0,0,573,0.16608696,0.76147817,0.03733912,0.73876603,11.38227684,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,4,0,0,845,4,0,0,843,0.99763314,0.70542918,0.25032744,3.97588004,12.10691466,,,,,,,,,,,
TEQ Zaman 2010-BGD,,,,,17,0,0,556,31,0,0,554,0.54641448,0.29576676,0.30603076,0.97561693,17.74140423,,,,,,,,,,,
TEQ Zaman 2010-VNM,,,,,2,0,0,435,7,0,0,424,0.27848933,0.79887408,0.05818429,1.33294248,10.91848179,,,,,,,,,,,
Rotavirus diarrhoea: severe (in 2nd year),DIC,MH,Risk Ratio,Random,78,,,4640,124,,,4037,0.54446288,,0.32321107,0.91717103,100,12.49783601,0.05174084,51.99168882,0.21108531,2.28491691,0.0223177,9.60536123,0.00194012,89.58914739,6,
Low-mortality countries,DIC,MH,Risk Ratio,Random,2,,,1578,21,,,1018,0.08856127,,0.02396707,0.32724477,12.14137393,0.40059312,0.52678353,0,0,3.63505851,0.00027792,,,,1,
TEQ Vesikari 2006a-FIN,,,,,0,0,0,765,4,0,0,262,0.03814912,1.4889978,0.00206085,0.70619022,2.91553567,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,2,0,0,813,17,0,0,756,0.10939874,0.74583562,0.02536039,0.4719204,9.22583826,,,,,,,,,,,2006
High-mortality countries ,DIC,MH,Risk Ratio,Random,76,,,3062,103,,,3019,0.73604225,,0.54983145,0.98531686,87.85862607,2.12226423,0.71328341,0,0,2.05936134,0.03945964,,,,4,
TEQ Armah 2010-GHA,,,,,11,0,0,828,15,0,0,803,0.71119163,0.39385619,0.32865151,1.5389965,19.33191767,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,3,0,0,414,2,0,0,412,1.49275362,0.91021464,0.25073331,8.88718539,6.80999084,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,43,0,0,829,53,0,0,826,0.80838473,0.19926568,0.54701955,1.19462984,28.22857041,,,,,,,,,,,
TEQ Zaman 2010-BGD,,,,,16,0,0,556,25,0,0,554,0.63769784,0.31447796,0.34429509,1.18113372,22.83845527,,,,,,,,,,,
TEQ Zaman 2010-VNM,,,,,3,0,0,435,8,0,0,424,0.36551724,0.67355474,0.09762859,1.36848079,10.64969189,,,,,,,,,,,
Rotavirus diarrhoea: severe (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,131,,,8263,332,,,7786,0.30431717,,0.1686571,0.549096,100,42.92289646,0.00000035,83.69168771,0.5176873,3.95074257,0.00007791,26.76579685,0.00000154,92.5277771,7,
Low-mortality countries,DIC,MH,Risk Ratio,Random,3,,,2963,80,,,2479,0.03759885,,0.01291195,0.10948566,13.98292161,0.57079505,0.44994328,0,0,6.01618022,0,,,,1,
TEQ Vesikari 2006a-FIN,,,,,0,0,0,765,12,0,0,262,0.01373368,1.44044862,0.00081597,0.23115275,3.49763322,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,3,0,0,2198,68,0,0,2217,0.04449901,0.58918011,0.01402295,0.14120867,10.48528839,,,,,,,,,,,2006
Medium-mortality countries,DIC,MH,Risk Ratio,Random,11,,,1926,52,,,1937,0.21274663,,0.1113532,0.40646454,14.46715474,0,1,0,0,4.68546386,0.00000279,,,,0,
TEQ Mo 2017-CHN,,,,,11,0,0,1926,52,0,0,1937,0.21274663,0.33030953,0.1113532,0.40646454,14.46715474,,,,,,,,,,,2016
High-mortality countries,DIC,MH,Risk Ratio,Random,117,,,3374,200,,,3370,0.5603225,,0.40787965,0.76974004,71.54992366,6.76051707,0.14909822,40.83292802,0.05032873,3.57527787,0.00034986,,,,4,
TEQ Armah 2010-GHA,,,,,26,0,0,982,57,0,0,989,0.45939186,0.23232724,0.29135736,0.72433688,15.86229724,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,5,0,0,569,14,0,0,568,0.35651519,0.51760075,0.12926932,0.9832424,11.54266454,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,48,0,0,832,58,0,0,835,0.83057029,0.18887876,0.57359123,1.20268054,16.3868939,,,,,,,,,,,
TEQ Zaman 2010-BGD,,,,,33,0,0,556,56,0,0,554,0.58716598,0.21108424,0.38822693,0.88804734,16.1280416,,,,,,,,,,,
TEQ Zaman 2010-VNM,,,,,5,0,0,435,15,0,0,424,0.32490421,0.51186847,0.1191385,0.8860507,11.63002637,,,,,,,,,,,
All-cause diarrhoea: severe cases (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,125,,,2057,156,,,2028,0.80418303,,0.58208326,1.11102721,100,3.69660017,0.15750477,45.89623141,0.03729385,1.32151639,0.18632924,0,1,0,2,
High-mortality countries,DIC,MH,Risk Ratio,Random,125,,,2057,156,,,2028,0.80418303,,0.58208326,1.11102721,100,3.69660017,0.15750477,45.89623141,0.03729385,1.32151639,0.18632924,,,,2,
TEQ Armah 2010-GHA,,,,,49,0,0,753,78,0,0,737,0.61485681,0.17476785,0.43652721,0.86603742,40.08775059,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,21,0,0,481,22,0,0,477,0.94660745,0.29815794,0.52768825,1.69809668,21.55016808,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,55,0,0,823,56,0,0,814,0.97140253,0.18329046,0.67823799,1.39128581,38.36208133,,,,,,,,,,,
All-cause diarrhoea: severe cases (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,333,,,3007,385,,,2970,0.85435985,,0.73515508,0.99289357,100,3.46829478,0.32489764,13.50216209,0.00332799,2.05298303,0.04007422,0,1,0,3,
High-mortality countries,DIC,MH,Risk Ratio,Random,333,,,3007,385,,,2970,0.85435985,,0.73515508,0.99289357,100,3.46829478,0.32489764,13.50216209,0.00332799,2.05298303,0.04007422,,,,3,
TEQ Armah 2010-GHA,,,,,80,0,0,747,101,0,0,725,0.76875157,0.14029609,0.5839367,1.01206001,25.54577515,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,25,0,0,472,29,0,0,472,0.86206897,0.26503862,0.51279139,1.44924995,7.98974725,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,147,0,0,797,148,0,0,795,0.99075079,0.10510429,0.80630526,1.21738896,40.89303777,,,,,,,,,,,
TEQ Zaman 2010-AS,,,,,81,0,0,991,107,0,0,978,0.74707885,0.14021375,0.56756588,0.98336921,25.57143983,,,,,,,,,,,2010
All-cause death,DIC,MH,Risk Ratio,Random,105,,,42867,109,,,41581,0.96655986,,0.74224512,1.258665,100,3.47103885,0.90142571,0,0,0.25244817,0.80069467,1.24144873,0.53755523,0,8,
Low-mortality countries,DIC,MH,Risk Ratio,Random,25,,,36973,20,,,35681,1.23662337,,0.69012095,2.21589761,20.49621305,0.31594036,0.57405774,0,0,0.7136729,0.47542948,,,,1,
TEQ Block 2007-EU/USA,,,,,1,0,0,650,0,0,0,660,3.04608295,1.63205935,0.12431693,74.63682553,0.68147398,,,,,,,,,,,2007
TEQ Ciarlet 2009-EU,,,,,0,0,0,201,0,0,0,202,0,0,0,0,0,,,,,,,,,,,2008
TEQ Iwata 2013-JPN,,,,,0,0,0,380,0,0,0,381,0,0,0,0,0,,,,,,,,,,,2010
TEQ Merck[009] 2005-USA,,,,,0,0,0,680,0,0,0,113,0,0,0,0,0,,,,,,,,,,,2005
TEQ Vesikari 2006a-FIN,,,,,0,0,0,1027,0,0,0,322,0,0,0,0,0,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,24,0,0,34035,20,0,0,34003,1.19887175,0.30266793,0.66243202,2.16972222,19.81473907,,,,,,,,,,,2006
Medium-mortality countries,DIC,MH,Risk Ratio,Random,0,,,2044,1,,,2044,0.33333333,,0.01358721,8.17762333,0.68094751,0,1,0,0,0.67288475,0.50102062,,,,0,
TEQ Lawrence 2012-CHN,,,,,0,0,0,24,0,0,0,24,0,0,0,0,0,,,,,,,,,,,2010
TEQ Mo 2017-CHN,,,,,0,0,0,2020,1,0,0,2020,0.33333333,1.63269013,0.01358721,8.17762333,0.68094751,,,,,,,,,,,2016
High-mortality countries,DIC,MH,Risk Ratio,Random,80,,,3850,88,,,3856,0.91495056,,0.67955726,1.23188226,78.82283944,1.91507447,0.86076694,0,0,0.58572683,0.5580591,,,,5,
TEQ Armah 2010-GHA,,,,,35,0,0,1098,43,0,0,1102,0.81691871,0.22362704,0.52702007,1.26628228,36.29714999,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,38,0,0,656,34,0,0,652,1.11083214,0.2294982,0.70843371,1.74179746,34.46375722,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,3,0,0,979,5,0,0,981,0.60122574,0.72889815,0.14407822,2.50886214,3.41654759,,,,,,,,,,,
TEQ Levin 2017-AF,,,,,1,0,0,99,2,0,0,103,0.52020202,1.2166307,0.04792632,5.64637816,1.22631949,,,,,,,,,,,2017
TEQ Zaman 2010-BGD,,,,,3,0,0,568,3,0,0,568,1,0.81433749,0.2026911,4.93361578,2.73723647,,,,,,,,,,,
TEQ Zaman 2010-VNM,,,,,0,0,0,450,1,0,0,450,0.33333333,1.63163479,0.01361535,8.16072595,0.68182867,,,,,,,,,,,
All serious adverse events,DIC,MH,Risk Ratio,Random,1030,,,41283,1101,,,41219,0.93250709,,0.85752055,1.01405088,100,8.3682699,0.81880836,0,0,1.63374401,0.10231261,0.35374976,0.83788465,0,13,
Low-mortality countries,DIC,MH,Risk Ratio,Random,840,,,35381,908,,,35309,0.92054047,,0.83905984,1.00993364,81.81887832,2.82521828,0.58748751,0,0,1.75092495,0.07995884,,,,4,
TEQ Block 2007-EU/USA,,,,,21,0,0,650,27,0,0,660,0.78974359,0.28566146,0.45116004,1.38242503,2.24189952,,,,,,,,,,,2007
TEQ Ciarlet 2009-EU,,,,,3,0,0,201,6,0,0,202,0.50248756,0.70005313,0.12742041,1.98158004,0.37329954,,,,,,,,,,,2008
TEQ Iwata 2013-JPN,,,,,7,0,0,380,9,0,0,381,0.77982456,0.49871034,0.29342283,2.07252568,0.73556781,,,,,,,,,,,2010
TEQ Kim 2008-KOR,,,,,6,0,0,115,7,0,0,63,0.46956522,0.5338119,0.1649356,1.33683384,0.64201173,,,,,,,,,,,2008
TEQ Vesikari 2006b-INT,,,,,803,0,0,34035,859,0,0,34003,0.933929,0.04848385,0.84926717,1.02703061,77.82609972,,,,,,,,,,,2006
Medium-mortality countries,DIC,MH,Risk Ratio,Random,116,,,2039,119,,,2043,0.66198739,,0.13825973,3.16959462,11.34120078,1.71542244,0.19028344,41.70532138,0.79482149,0.51624794,0.60568125,,,,1,
TEQ Lawrence 2012-CHN,,,,,0,0,0,24,3,0,0,24,0.14285714,1.48516473,0.00777548,2.62468067,0.08294118,,,,,,,,,,,2010
TEQ Mo 2017-CHN,,,,,116,0,0,2015,116,0,0,2019,1.00198511,0.12747473,0.78046707,1.28637608,11.25825961,,,,,,,,,,,2016
High-mortality countries,DIC,MH,Risk Ratio,Random,74,,,3863,74,,,3867,0.98914611,,0.71787971,1.36291639,6.8399209,3.43167777,0.7530364,0,0,0.06672965,0.94679693,,,,6,
TEQ Armah 2010-GHA,,,,,17,0,0,1098,18,0,0,1102,0.94788504,0.33550096,0.49110769,1.82950925,1.62529392,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,20,0,0,649,21,0,0,643,0.9435762,0.30744594,0.51650974,1.72375459,1.93544991,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,5,0,0,979,6,0,0,981,0.83503575,0.60384257,0.25568976,2.7270732,0.50173224,,,,,,,,,,,
TEQ Dhingra 2014-IND,,,,,0,0,0,20,1,0,0,20,0.33333333,1.60356745,0.01438532,7.7239212,0.0711451,,,,,,,,,,,2014
TEQ Levin 2017-AF,,,,,7,0,0,99,8,0,0,103,0.91035354,0.49804357,0.34298461,2.41627041,0.73753866,,,,,,,,,,,2017
TEQ Zaman 2010-BGD,,,,,16,0,0,568,17,0,0,568,0.94117647,0.34322355,0.4803067,1.84426563,1.55297802,,,,,,,,,,,
TEQ Zaman 2010-VNM,,,,,9,0,0,450,3,0,0,450,3,0.66332496,0.81751932,11.00891409,0.41578305,,,,,,,,,,,
Serious adverse events: intussusception,DIC,MH,Risk Ratio,Random,16,,,43629,20,,,41866,0.73798308,,0.38244351,1.42405092,100,1.84804684,0.60453581,0,0,0.9059307,0.36497254,1.797169,0.40714561,0,3,
Low-mortality countries,DIC,MH,Risk Ratio,Random,14,,,37846,19,,,36079,0.69381053,,0.34843285,1.38153751,91.08619544,0.03698763,0.8474903,0,0,1.04025232,0.2982227,,,,1,
TEQ Block 2007-EU/USA,,,,,0,0,0,650,0,0,0,660,0,0,0,0,0,,,,,,,,,,,2007
TEQ Ciarlet 2009-EU,,,,,0,0,0,201,0,0,0,202,0,0,0,0,0,,,,,,,,,,,2008
TEQ Clark 2003-USA,,,,,0,0,0,573,0,0,0,148,0,0,0,0,0,,,,,,,,,,,2003
TEQ Clark 2004-USA,,,,,0,0,0,218,0,0,0,221,0,0,0,0,0,,,,,,,,,,,2004
TEQ Iwata 2013-JPN,,,,,0,0,0,380,0,0,0,381,0,0,0,0,0,,,,,,,,,,,2010
TEQ Kim 2008-KOR,,,,,0,0,0,115,0,0,0,63,0,0,0,0,0,,,,,,,,,,,2008
TEQ Merck[009] 2005-USA,,,,,0,0,0,680,0,0,0,113,0,0,0,0,0,,,,,,,,,,,2005
TEQ Vesikari 2006a-FIN,,,,,1,0,0,1027,0,0,0,322,0.942607,1.63174689,0.0384933,23.08214354,4.2245288,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,13,0,0,34002,19,0,0,33969,0.68354648,0.35985526,0.33764374,1.38381299,86.86166663,,,,,,,,,,,2006
Medium-mortality countries,DIC,MH,Risk Ratio,Random,2,,,2039,0,,,2043,5.00992063,,0.24067301,104.28799175,4.68869521,0,1,0,0,1.04038202,0.29816247,,,,0,
TEQ Lawrence 2012-CHN,,,,,0,0,0,24,0,0,0,24,0,0,0,0,0,,,,,,,,,,,2010
TEQ Mo 2017-CHN,,,,,2,0,0,2015,0,0,0,2019,5.00992063,1.54887344,0.24067301,104.28799175,4.68869521,,,,,,,,,,,2016
High-mortality countries,DIC,MH,Risk Ratio,Random,0,,,3744,1,,,3744,0.33333333,,0.01361535,8.16072595,4.22510935,0,1,0,0,0.67331997,0.50074375,,,,0,
TEQ Armah 2010-GHA,,,,,0,0,0,1098,0,0,0,1102,0,0,0,0,0,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,0,0,0,649,0,0,0,643,0,0,0,0,0,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,0,0,0,979,0,0,0,981,0,0,0,0,0,,,,,,,,,,,
TEQ Zaman 2010-BGD,,,,,0,0,0,568,0,0,0,568,0,0,0,0,0,,,,,,,,,,,
TEQ Zaman 2010-VNM,,,,,0,0,0,450,1,0,0,450,0.33333333,1.63163479,0.01361535,8.16072595,4.22510935,,,,,,,,,,,
Rotavirus diarrhoea: of any severity (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,230,,,7081,585,,,6369,0.37080158,,0.27576864,0.49858391,100,19.91216875,0.00576257,64.84561733,0.10420452,6.56678648,0,2.74882,0.09732631,63.62075363,7,
Low-mortality countries,DIC,MH,Risk Ratio,Random,171,,,4680,470,,,3964,0.30230469,,0.24874912,0.36739076,65.32799529,4.41315624,0.35296955,9.3619219,0.00531005,12.02490725,0,,,,4,
TEQ Block 2007-EU/USA,,,,,21,0,0,551,63,0,0,564,0.34119782,0.24475321,0.21118932,0.55123979,13.9079556,,,,,,,,,,,2007
TEQ Clark 2003-USA,,,,,5,0,0,342,7,0,0,114,0.23809524,0.5754661,0.07707492,0.7355096,5.24252495,,,,,,,,,,,2003
TEQ Clark 2004-USA,,,,,11,0,0,187,39,0,0,183,0.2760181,0.32517386,0.14593151,0.52206678,10.87162041,,,,,,,,,,,2004
TEQ Vesikari 2006a-FIN,,,,,51,0,0,766,43,0,0,264,0.40876799,0.19434581,0.27928616,0.59827979,16.07620224,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,83,0,0,2834,318,0,0,2839,0.26146678,0.12036508,0.20651974,0.33103313,19.22969209,,,,,,,,,,,2006
High-mortality countries,DIC,MH,Risk Ratio,Random,59,,,2401,115,,,2405,0.51556703,,0.2828946,0.93960564,34.67200471,6.01527487,0.0494084,66.75131155,0.1831422,2.16339191,0.03051105,,,,2,
TEQ Armah 2010-GHA,,,,,31,0,0,981,70,0,0,989,0.44646862,0.21098173,0.29525888,0.67511679,15.34729342,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,6,0,0,575,21,0,0,573,0.2847205,0.45913112,0.11577255,0.70021571,7.24562879,,,,,,,,,,,
TEQ Armah 2010-MLI,,,,,22,0,0,845,24,0,0,843,0.91449704,0.29112118,0.51686784,1.61802453,12.07908249,,,,,,,,,,,
Rotavirus diarrhoea: of any severity (2nd year of life),DIC,MH,Risk Ratio,Random,39,,,1227,91,,,1169,0.4454242,,0.22139564,0.89614555,100,1.33081823,0.24865985,24.85825789,0.11552479,2.26739106,0.02336635,1.33081809,0.24865988,24.85825007,1,
Low-mortality countries,DIC,MH,Risk Ratio,Random,36,,,813,88,,,756,0.38040926,,0.26147603,0.55343965,83.63435629,0,0,100,0,5.05279969,0.00000044,,,,0,
TEQ Vesikari 2006b-INT,,,,,36,0,0,813,88,0,0,756,0.38040926,0.1912816,0.26147603,0.55343965,83.63435629,,,,,,,,,,,2006
High-mortality countries,DIC,MH,Risk Ratio,Random,3,,,414,3,,,413,0.99758454,,0.20252206,4.91390883,16.36564371,0,1,0,0,0.0029727,0.99762813,,,,0,
TEQ Armah 2010-KEN,,,,,3,0,0,414,3,0,0,413,0.99758454,0.81352929,0.20252206,4.91390883,16.36564371,,,,,,,,,,,
Rotavirus diarrhoea: of any severity (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,431,,,7863,945,,,7968,0.43984236,,0.29694947,0.65149571,100,61.91756734,-0,90.30969682,0.23094059,4.09768754,0.00004173,15.51261425,0.00042804,87.10726659,6,
Low-mortality countries,DIC,MH,Risk Ratio,Random,126,,,2562,433,,,2661,0.30342232,,0.25081278,0.36706703,26.59098136,0.14485245,0.70350402,0,0,12.27562859,0,,,,1,
TEQ Iwata 2013-JPN,,,,,7,0,0,355,27,0,0,356,0.25998957,0.41745454,0.11471441,0.58924223,9.91489544,,,,,,,,,,,2010
TEQ Vesikari 2006b-INT,,,,,119,0,0,2207,406,0,0,2305,0.30611846,0.09989731,0.25168468,0.37232506,16.67608592,,,,,,,,,,,2006
Medium-mortality countries,DIC,MH,Risk Ratio,Random,34,,,1927,109,,,1937,0.31354532,,0.21446384,0.45840207,14.9636179,0,1,0,0,5.98518171,0,,,,0,
TEQ Mo 2017-CHN,,,,,34,0,0,1927,109,0,0,1937,0.31354532,0.19378048,0.21446384,0.45840207,14.9636179,,,,,,,,,,,2016
High-mortality countries,DIC,MH,Risk Ratio,Random,271,,,3374,403,,,3370,0.6113388,,0.45255375,0.82583589,58.44540074,9.717672,0.02112499,69.12840854,0.05949504,3.20705853,0.001341,,,,3,
TEQ Armah 2010-GHA,,,,,46,0,0,982,88,0,0,989,0.52645343,0.17627624,0.37266049,0.74371506,15.33355136,,,,,,,,,,,
TEQ Armah 2010-KEN,,,,,9,0,0,569,24,0,0,568,0.37434095,0.38634149,0.17555486,0.79821853,10.56707031,,,,,,,,,,,
